"Fila","Mahalanobis"
422,24.2494800040695
423,33.7473904831758
424,17.5124952422163
425,33.9903880546914
426,23.7725002670872
427,20.4328008233497
428,28.0684693934949
429,30.0054807844596
430,12.966308984026
431,31.5297716653688
432,55.722352156709
433,21.0691328072774
434,30.6843675027501
435,30.1915200650274
436,21.3121970792588
437,12.1468201090134
438,22.65674307701
439,26.2569740982847
440,38.9372158031164
441,15.4061093694774
442,18.6394546596769
443,27.5631134658729
444,34.2319738707688
445,27.2279117910958
446,27.9008181857016
447,41.1094467679365
448,31.8961510600712
449,25.2269399230128
450,21.7738175358599
451,27.5600160181914
452,35.581048903156
453,25.5698825817114
454,18.2513577808342
455,33.846060002279
456,22.6403323144063
457,61.7361239464898
458,27.775385107954
459,41.0458912859807
460,29.8991841911289
461,43.0556935286014
462,51.5801638220732
463,33.3281290349931
464,38.0622904623264
465,42.3574428953914
466,39.9054691483923
467,42.4298309412025
468,29.5032462104311
469,32.4431144833023
470,41.8283820948998
471,44.6560144389663
472,20.4570749691318
473,24.8044409893538
474,39.7634797492987
475,21.8689990517184
476,12.6386515950429
477,36.1048102361277
478,32.0795316252426
479,30.882512111279
480,23.2533710803689
481,70.3681943920225
482,25.2789609636922
483,25.6214700284734
484,28.7106248556614
485,21.8375680687251
486,36.2466095827209
487,44.1931244513963
488,21.6612765731186
489,29.2724729929409
490,40.0596623951353
491,55.3657046329498
492,20.7357588341767
493,35.9608034055158
494,17.5089555735956
495,34.2116333636085
496,36.7316060498653
497,22.2101287208915
498,46.5546056421983
499,27.7891244309058
500,35.1881313780188
501,21.715551447782
502,50.8219473504186
503,42.2044248958615
504,27.2183110944093
505,93.3996912431757
506,36.9986230088307
507,77.2022459754947
508,29.6707877114104
509,46.4539555132405
510,26.5742077935136
511,41.8894297294777
512,19.0421868677405
513,10.242023001347
514,18.8815998032436
515,27.1120503797809
516,22.7085739070985
517,38.5448896340269
518,16.1478368310327
519,31.2198359589453
520,26.5049877013883
521,37.0240155838593
522,14.3009327926151
523,12.8220579806817
524,14.9767268095077
525,67.9782841647528
526,31.1474461220671
527,12.2286434561922
528,36.2835875765214
529,14.3732380450214
530,28.7598565092288
531,12.6900583406489
532,28.3662590841212
533,35.307536406382
534,36.1843216760723
535,54.8753970508831
536,8.81388986239431
537,21.1153063391697
538,11.7739497583247
539,21.7514964789372
540,21.7244986286027
541,11.088388515796
542,18.019262745756
543,34.2627947703436
544,22.7462823500369
545,23.9831712784026
546,12.0884048967817
547,22.3028605807566
548,35.141222612354
549,51.4198737879906
550,16.5288664107639
551,57.1267126942381
552,30.6173179376754
553,37.5569546675355
554,33.9871764478081
555,27.3614082192353
556,45.4184226798374
557,40.4458494128195
558,54.3017392419505
559,20.4280956272869
560,41.7329877122964
561,20.5297551450137
562,27.9735735799016
563,21.3019794920522
564,34.3034866358372
565,33.5857463589292
566,43.3128627202921
567,30.1197328778176
568,38.19566785527
569,48.2224753098175
570,48.1870920133929
571,15.1944711342049
572,36.0005621781263
573,37.1002655466782
574,53.491432591539
575,85.4213472155538
576,48.1737032706746
577,53.2331717279669
578,65.1410243007163
579,42.0612741129006
580,18.7126741306979
581,32.7001072665629
582,35.419478492318
583,24.906883740425
584,32.1146159177864
585,22.2957748359554
586,17.6539334612414
587,41.4567940726194
588,23.6453085505535
589,31.8667406185083
590,43.5073695222488
591,38.0283648922876
592,11.8473144415906
593,15.7745267626858
594,19.2068197902536
595,34.5567124891731
596,48.2429269725314
597,21.0837330004098
598,26.972344599278
599,24.6893921328015
600,20.6641704453027
601,31.9902586335985
602,36.7823800412445
603,21.5307678639633
604,27.2723988219967
605,44.4048273123918
606,12.2053795653848
607,60.5921644235742
608,39.4828910410055
609,47.5913274603579
610,18.7643944564903
611,24.6011370330832
612,25.2364551467649
613,25.4327418301758
614,18.9698834547791
615,15.391726372433
616,9.22428554101487
617,28.6751888489723
618,33.7069329173928
619,38.700897432082
620,23.7865571686751
621,24.1855945464692
622,24.9803533991233
623,21.3320566763822
624,17.1010941153997
625,25.5771721153332
626,40.8118603967398
627,40.421830950189
628,31.5020257771865
629,32.2580568340699
630,30.4396739792796
